GeneID	Hit	PercID	Evalue
PHYSODRAFT_507736	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	69.49,42.1,43.93,38.09,39.11	7.07e-114,1.06e-62,5.07e-61,9.59e-50,1.19e-49
PHYSODRAFT_450815	P0CY26|PHI68|Sap1,P0CY29|PHI6785PHI6791PHI6813|Sap3,P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	24.42,23.28,24.3	8.57e-12,2.55e-10,2.91e-10
PHYSODRAFT_361266	HaRxLL470b	80.5	3.12e-92
PHYSODRAFT_482953	PsXEG1	57.02	2.19e-87
PHYSODRAFT_517693	SSPbP94	24.92	9.24e-14
PHYSODRAFT_254108	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	41.22,31.98,29.36,31.98,30.38	5.91e-47,1.16e-32,2.14e-28,1.15e-27,4.6e-27
PHYSODRAFT_284951	EPIC1	40	2.13e-22
PHYSODRAFT_310589	PsPSR2,PsAvh163,BLR36,BLR13	30.61,27.37,24.15,25.73	2.98e-37,6.33e-16,1.05e-10,5.93e-10
PHYSODRAFT_310065	GIP1,Q945T9|PHI653|Gip2	33.47,35.32	1.13e-33,3.92e-33
PHYSODRAFT_559383	SSPbP94	25	1.81e-16
PHYSODRAFT_286474	Q01905|PHI111PHI760|Inf1	34.83	4.46e-08
PHYSODRAFT_333049,PHYSODRAFT_509381	Q6PQG3|PHI4252|Epi10	28.34	6e-13
PHYSODRAFT_336673	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2	33.06,28,28.45	3.06e-15,1.33e-10,1.19e-08
PHYSODRAFT_415892	AVR1	32.65	1.18e-14
PHYSODRAFT_285703	PsPSR2,BSW11,BLR13,HaRxL24,PsAvh163	31,25.47,27.66,27.21,28.42	3.1e-68,1.37e-24,4.66e-24,1.55e-22,2.87e-21
PHYSODRAFT_288545,PHYSODRAFT_292784	PsPSR2,PsAvh163,HaRxL24,HaRxL96	26.62,27.76,27.56,26.77	5.3e-20,5.5e-18,9.2e-18,8.52e-09
PHYSODRAFT_531866	crn2	31.54	3.16e-09
PHYSODRAFT_505222	PsPSR2,HaRxL24,BLR13,HaRxL22,PsAvh163	28.1,29.77,23.99,25.95,24.54	1.29e-50,3.22e-18,2.5e-12,7.56e-11,5.98e-10
PHYSODRAFT_499656	SSPbP94	30.23	5.95e-31
PHYSODRAFT_248097	Q945T9|PHI653|Gip2,GIP1	37.78,38.24	8.47e-52,2.42e-50
PHYSODRAFT_324203	PsPSR2	26.67	2.8e-11
PHYSODRAFT_486876	Zt89160	27.27	4.49e-09
PHYSODRAFT_429378	PsPSR2,HaRxL24	35.37,41.43	5e-15,1.11e-10
PHYSODRAFT_424262	PsPSR2,PsAvh163,HaRxL24,HaRxL96,HaRxL22	34.36,27.8,29.84,25.13,23.64	2.73e-42,2.48e-25,4.29e-21,1.83e-11,2.47e-10
PHYSODRAFT_354752	PsPSR2	27.11	6.24e-11
PHYSODRAFT_288730	PsPSR2,PsAvh163,HaRxL24	28.83,25.73,25.36	1.67e-20,2.69e-15,2.31e-11
PHYSODRAFT_288950	PsPSR2,HaRxL24,BSW11	32.77,28.04,24.77	5.86e-27,6.81e-17,5.43e-12
PHYSODRAFT_385954,PHYSODRAFT_388647,PHYSODRAFT_463680,PHYSODRAFT_466239	Avrblb2	60	1.58e-23
PHYSODRAFT_335521	PsPSR2,HaRxL24,PsAvh163	27.85,30.54,24.23	6.45e-42,7.93e-29,6.94e-18
PHYSODRAFT_255972	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	47.68,35.81,37.38,31.11,29.13	4.12e-64,2.67e-39,1.49e-37,2.12e-28,1.26e-24
PHYSODRAFT_288769	PsPSR2,BSW11,PsAvh163,HaRxL24,HaRxL22	31.56,23.55,26.04,27.06,24.71	4.44e-36,2.78e-17,1.22e-16,2.1e-15,1.38e-11
PHYSODRAFT_283997	Avr3a/5	30.08	6.48e-10
PHYSODRAFT_353071	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3	24.16,23.75	6.35e-12,1.3e-09
PHYSODRAFT_247023	O42830|PHI660|Cbel(gp34)	22.47	5.19e-08
PHYSODRAFT_354749	PsPSR2,PsAvh163	29.05,29.13	3.97e-15,1.31e-08
PHYSODRAFT_339802	PsPSR2,PsAvh163,HaRxL24,BLR36	26.76,25,33.52,24.38	6.75e-30,2.94e-14,3.96e-13,2.8e-10
PHYSODRAFT_480321	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	39.02,31.95,32.48,27.2,28.81	5.91e-52,2.07e-31,1.09e-30,4.52e-23,1.25e-21
PHYSODRAFT_354918	PsPSR2,PsAvh163	34.68,33.03	1.77e-13,6.49e-11
PHYSODRAFT_285700	AVR2_1	39.02	2.58e-09
PHYSODRAFT_335499	L7NCR0|PHI8061|Pc129892	29.76	5.15e-14
PHYSODRAFT_353846	SSPbP94	29.07	3.06e-20
PHYSODRAFT_532067	O42830|PHI660|Cbel(gp34)	36.4	9.74e-52
PHYSODRAFT_497933	PsPSR2,PsAvh163,HaRxL24,BSW13,HaRxL96	33.51,29.34,31.25,27.69,29.2	6.49e-32,9.26e-15,1.91e-12,2.11e-08,1.02e-07
PHYSODRAFT_304672	SSPbP94	29.48	1.88e-15
PHYSODRAFT_327911	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	38.77,27.6,28.9,32.42,26.04	2.6e-34,2.49e-15,1.12e-13,1.14e-12,3.11e-10
PHYSODRAFT_356010	Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	34.25,40.68,38.98	7.13e-12,3.57e-08,8.08e-07
PHYSODRAFT_254112	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	38.93,29.69,29.22,28.77,29.3	7.82e-48,3.71e-34,3.35e-27,2.87e-24,1.7e-20
PHYSODRAFT_369612	crn1,PsCRN108	38.05,37.74	1.91e-13,2.36e-10
PHYSODRAFT_510114	Zt89160	34.09	2.09e-09
PHYSODRAFT_288784	PsPSR2,PsAvh163	35.76,26.36	1.35e-17,5.51e-08
PHYSODRAFT_330698	Q0ZJ79|PHI2343|Pcipg2	55	7.14e-16
PHYSODRAFT_444351	L7NCR0|PHI8061|Pc129892,NEP1,MoSPD9,FocSix8,Q0E7H7|PHI2342|Benep2	56.76,34.29,34.52,34.85	2.47e-23,1.78e-11,1.58e-10,1.37e-09,6.95e-09
PHYSODRAFT_250786	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	72.88,52.17,51.3	2.3e-57,2.67e-33,4.11e-32
PHYSODRAFT_288810	Avh241	100	3.34e-140
PHYSODRAFT_342517	P43070|PHI61|Bgl2	32.03	7.06e-31
PHYSODRAFT_251206	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	41.56,31.11,30.04,30.91,27.39	2.93e-51,5.73e-32,2.02e-24,3.91e-24,5.4e-22
PHYSODRAFT_258178	N4TQ97,X0K3U9	29.41,28.62	7.83e-33,8.14e-31
PHYSODRAFT_284511	Avr1k	31.48	9.96e-09
PHYSODRAFT_470322	Q945T9|PHI653|Gip2,GIP1	32.47,30.93	4.2e-29,4.76e-27
PHYSODRAFT_255126	EPI1,Q6PQG3|PHI4252|Epi10	43.44,38.14	7.55e-28,9.1e-19
PHYSODRAFT_474118	crn2,crn1,RiNLE1,RiCRN1	51.96,31.09,29.77	6.22e-149,2.2e-44,3.97e-11
PHYSODRAFT_286778	crn2,crn1,RiNLE1,RiCRN1	45.17,29.8,32.49	1.99e-111,6.38e-36,3.39e-12
PHYSODRAFT_515345	PsPSR2,BLR13	28.3,26.22	1.5e-11,2.84e-07
PHYSODRAFT_565794	PsCRN108	96.58	0
PHYSODRAFT_517658	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	31.4,28.65	9.05e-17,4.44e-11
PHYSODRAFT_285907	PsPSR2,BSW11,PsAvh163,BLR13	34.12,23.26,33.64,29.36	4.93e-21,1.09e-12,5.86e-10,8.69e-08
PHYSODRAFT_249162	PsPSR2,BLR13,HaRxL24	31.25,30.18,29.58	2.27e-18,4.3e-09,8.97e-08
PHYSODRAFT_373530	crn2,crn1	45.28,44	2.58e-08,2.75e-08
PHYSODRAFT_253029	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	42.42,33.9,28.95,30.42,29.22	6.18e-53,1.22e-31,1.01e-28,1.9e-26,7e-20
PHYSODRAFT_526791	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	45.26,43.61,41.8,44.44,37.42	4.75e-37,2.14e-33,1.86e-27,4.69e-27,6.66e-26
PHYSODRAFT_350165	SSPbP94	28.74	4.26e-21
PHYSODRAFT_489995	SSPbP94	23.96	9.49e-09
PHYSODRAFT_288453	Avr3a/5	43.24	1.27e-11
PHYSODRAFT_289206	SSPbP94	25.41	3.16e-12
PHYSODRAFT_501202	Avr1b-2	45.24	4.67e-09
PHYSODRAFT_462707	Avr3b	54.43	3.01e-22
PHYSODRAFT_336229	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	30.23,29.14	2.22e-13,1.44e-11
PHYSODRAFT_254099	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	34.4,26.61,27.4,24.59,25.69	1.61e-40,3.13e-20,7.99e-17,1.42e-16,7.93e-16
PHYSODRAFT_335427	PsPSR2	24.34	2.1e-23
PHYSODRAFT_258081	EPIC1	31.48	1.57e-08
PHYSODRAFT_526623	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	44.94,32.14,31.42,32.89,34.88	1.81e-56,1.62e-36,4.92e-31,1.43e-27,1.41e-23
PHYSODRAFT_336222	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	32.93,29.61	1.56e-12,2.51e-12
PHYSODRAFT_354723	crn2,crn1	50.83,27.42	1.06e-97,3.92e-19
PHYSODRAFT_511899	PsCRN108,crn1,crn2	46.97,44.44,32.77	8.72e-15,1.16e-11,1.27e-08
PHYSODRAFT_348355	PsCRN108	97.56	0
PHYSODRAFT_286249	PsPSR2,PsAvh163,HaRxL24,HaRxL96,HaRxL22	39.61,24.61,27.3,23.53,22.54	6.25e-105,4.08e-31,8.01e-31,1.22e-14,7.92e-14
PHYSODRAFT_338376	Q945T9|PHI653|Gip2,GIP1	45.99,42.15	9.3e-70,4.33e-56
PHYSODRAFT_558599	FGL1_Fusarium_graminearum	35.04	3.13e-21
PHYSODRAFT_286519	AVR1	25.87	4.93e-10
PHYSODRAFT_513226	Avr3b	39.29	4.92e-22
PHYSODRAFT_418477	Q6PQG3|PHI4252|Epi10,EPI1	40.71,32.71	1.37e-19,6.02e-13
PHYSODRAFT_286253	PsPSR2,HaRxL24,PsAvh163,BLR13	36.5,30.37,26.15,23.32	6.18e-95,1.97e-40,5.3e-31,5.92e-10
PHYSODRAFT_298467	SSPbP94	26.63	1.85e-11
PHYSODRAFT_313513	SSPbP94	28.16	2.48e-23
PHYSODRAFT_464970	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	71.9,54.26	1.88e-54,1.3e-32,2.51e-32
PHYSODRAFT_404156	crn1	41.38	1.29e-09
PHYSODRAFT_335516	PsPSR2,HaRxL24,PsAvh163	27.31,28.75,23.63	1.37e-25,1.32e-21,3.14e-11
PHYSODRAFT_286993	BLR13	34.62	8.86e-07
PHYSODRAFT_445618	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,MoSPD9,Q0E7H7|PHI2342|Benep2	48.75,40.96,40.66,37.08,40.58	1.22e-21,1.87e-13,3.98e-12,2.92e-10,3.31e-10
PHYSODRAFT_288877	PsPSR2	34.02	2.36e-12
PHYSODRAFT_315540	P43070|PHI61|Bgl2	32.03	2.68e-31
PHYSODRAFT_392073	Q5TIP4|PHI2347|Pgip2	28.7	6.23e-08
PHYSODRAFT_526695	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2	47.42,37.33,35.13,32.9	4.13e-22,2.75e-12,3.95e-10,4.35e-09
PHYSODRAFT_258359	N4TQ97,X0K3U9	33.43,32.53	6.69e-49,9.61e-46
PHYSODRAFT_508773	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,Q4G495|PHI492|Bcpg2	67.47,42.25,36.84,37.07,36.1	1.15e-159,6.89e-63,3.65e-62,1.34e-61,4.89e-60
PHYSODRAFT_515759	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	82.2,58.51	1.3e-61,2.36e-36,4.07e-36
PHYSODRAFT_566203	Q945T9|PHI653|Gip2,GIP1	43.97,43.7	2.47e-68,2.25e-64
PHYSODRAFT_405782	PsCRN108	26.67	3.72e-07
PHYSODRAFT_265342	AVR1	31.31	4.85e-12
PHYSODRAFT_249887	PsPSR2	29.27	4.17e-08
PHYSODRAFT_250266	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	56.88,37.17,41.27,35.19,36.14	1.03e-129,4.25e-59,1.62e-55,1.44e-52,9.08e-50
PHYSODRAFT_248877	Q945T9|PHI653|Gip2,GIP1	39.66,34.6	2.47e-44,1.4e-38
PHYSODRAFT_313506	BLR20,PsPSR2,BLN08_2	25.9,27.82,25.21	3.45e-10,5.06e-10,3.8e-07
PHYSODRAFT_286276	AVR1	25.85	2.6e-08
PHYSODRAFT_301356	Avr3c	62.72	6.79e-85
PHYSODRAFT_288420	crn2,crn1	51.49,27.82	2.95e-99,2.37e-20
PHYSODRAFT_303870	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2	22.28	1.6e-07
PHYSODRAFT_552553	OASTL	26.37	4.8e-10
PHYSODRAFT_335762	EPIC1	36.79	7.34e-12
PHYSODRAFT_253303	N4TQ97,X0K3U9	31.29	4.12e-41,2.3e-40
PHYSODRAFT_341724	Q945T9|PHI653|Gip2	36.76	5.03e-10
PHYSODRAFT_260815	PsXEG1	38.98	2.26e-16
PHYSODRAFT_285101	PsPSR2,HaRxL24,BSW11,BLR13,PsAvh163	27.42,22.52,25.31,25.5,23.63	1.61e-38,3.69e-17,6.33e-16,3.5e-12,8.01e-12
PHYSODRAFT_509867	Q0ZJ79|PHI2343|Pcipg2,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	62.61,38.58,34.9,37.85,35.89	5.63e-138,3.81e-64,1.96e-63,7.63e-61,1.47e-57
PHYSODRAFT_288797	PsPSR2,HaRxL24,PsAvh163,HaRxL22	34.23,30.91,29.27,25	8.84e-20,2.02e-13,1.15e-12,4.68e-08
PHYSODRAFT_318138	O42830|PHI660|Cbel(gp34)	34.65	6.15e-41
PHYSODRAFT_355355	PsXEG1	47.51	1e-70
PHYSODRAFT_531672	Q945T9|PHI653|Gip2,GIP1	64.53,61.39	1.05e-118,4.84e-115
PHYSODRAFT_260948	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	31.67,26.97	8.63e-14,5.47e-11
PHYSODRAFT_529541	crn2,crn1	54.84,26.35	1.28e-161,1.91e-32
PHYSODRAFT_335761	EPIC1	37.3	9.35e-16
PHYSODRAFT_286087	PsAvh163,PsPSR2,HaRxL24,HaRxL96	32.91,25,30.54,28.5	1.55e-29,7.91e-18,5.58e-14,5.65e-13
PHYSODRAFT_355153	Q01905|PHI111PHI760|Inf1,O42719|PHI764|Inf2b,O42718|PHI762|Inf2a	75.42,55.65,54.78	8.31e-58,1.49e-35,8.87e-35
PHYSODRAFT_511034	P29138|PHI4615|Pr1,KEX1	31.95,27.61	1.88e-14,5.33e-13
PHYSODRAFT_505429	SSPbP94	34.98	1.52e-41
PHYSODRAFT_286184	PsAvh23	30.09	4.72e-08
PHYSODRAFT_333132	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	44.55,41.56,36.25,36.78,35.62	4.37e-22,7.42e-14,5.69e-13,1.23e-12,2.85e-11
PHYSODRAFT_554661	SSPbP94	30.12	5.69e-13
PHYSODRAFT_487030	P0DJ06|PHI72PHI6784PHI6790PHI6812|Sap2,P0CY29|PHI6785PHI6791PHI6813|Sap3	23.81,23.41	4.68e-08,9.78e-08
PHYSODRAFT_338051	L7NCR0|PHI8061|Pc129892,FocSix8,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9	40.8,31.48,29.06,31.63,29	2.38e-40,7.61e-21,2.4e-20,5.33e-19,2.36e-15
PHYSODRAFT_253712	PsPSR2,BSW11,PsAvh163	31.59,24.66,25.19	3.01e-46,6.33e-14,1.41e-13
PHYSODRAFT_466741	P43070|PHI61|Bgl2	24.91	7.6e-11
PHYSODRAFT_508703	Q0ZJ79|PHI2343|Pcipg2,P41749|PHI88|Peca,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78607|PHI247|Cppg1,P78608|PHI437|Cppg2	61.5,35.95,42.27,36.39,37.46	2.46e-148,1.05e-65,9.43e-63,3.77e-61,1.73e-58
PHYSODRAFT_432380	AVR1	29.36	5.88e-15
PHYSODRAFT_355099	O42719|PHI764|Inf2b,O42718|PHI762|Inf2a,Q01905|PHI111PHI760|Inf1	87.83,68.34,51.7	3.5e-67,6.56e-59,5.46e-36
PHYSODRAFT_534717	crn1,PsCRN108	44.44,40.77	1.08e-15,8.05e-15
PHYSODRAFT_285264	RxLR30	40.31	2.84e-35
PHYSODRAFT_432303	PsPSR2,PsAvh163,HaRxL24,HaRxL96,HaRxL22	35.51,29.57,34.07,27.52,28.3	3.8e-19,3.5e-17,3.49e-13,2e-08,5.78e-08
PHYSODRAFT_288481	AVR2_1,RXLR21,PsAvh23	42.1,36.23,38.67	6.26e-10,6.67e-09,7.07e-08
PHYSODRAFT_517866	O42719|PHI764|Inf2b,O42718|PHI762|Inf2a,Q01905|PHI111PHI760|Inf1	59.5,50	1.71e-46,2.35e-43,8.85e-35
PHYSODRAFT_516261	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,FocSix8,MoSPD9	42.8,32.56,32.63,30,27.12	2.59e-55,8.94e-37,2.35e-32,2.71e-26,3.74e-22
PHYSODRAFT_283999	Avr3a/5	45.45	1.38e-09
PHYSODRAFT_508737	PsCRN108,crn2,crn1	72.31,40.68,55.22	5.32e-27,3.51e-18,1.46e-17
PHYSODRAFT_286828	Q01905|PHI111PHI760|Inf1,O42718|PHI762|Inf2a,O42719|PHI764|Inf2b	46.15,44.21,42.08	1.52e-30,4.04e-27,4.07e-22
PHYSODRAFT_493055	Q01905|PHI111PHI760|Inf1	36.62	4.83e-10
PHYSODRAFT_472316	SSPbP94	26.67	4.85e-10
PHYSODRAFT_284486	BLN08	27.56	9e-07
PHYSODRAFT_559054	OASTL	31.99	1.34e-42
PHYSODRAFT_288454	AVR2_1,PsAvh23	42.86,37.5	5.26e-10,6.12e-08
PHYSODRAFT_529929	Q6PQG3|PHI4252|Epi10	50	1.41e-16
PHYSODRAFT_249155	PsPSR2,PsAvh163	36.05,24.59	1.77e-25,2.32e-13
PHYSODRAFT_347241	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	29.83,27.45	1.41e-15,7.28e-13
PHYSODRAFT_504760	PsPSR2,HaRxL24,BLR36,BSW11,PsAvh163	30.58,26.88,25.49,23.97,27.45	2.57e-23,2.35e-10,1.2e-09,1.8e-08,1.08e-07
PHYSODRAFT_483978	crn2,crn1	39.34,24.18	1.01e-61,2.51e-14
PHYSODRAFT_463206	Avr3b	46.22	6.23e-31
PHYSODRAFT_332963	crn1,PsCRN108,crn2	56.36,60,52.73	4.11e-14,4.96e-14,1.33e-12
PHYSODRAFT_442537	crn2,PsCRN108	41.54,52.94	6.51e-21,4.1e-12
PHYSODRAFT_305342,PHYSODRAFT_308182	PsAvh163,PsPSR2	30.77,28.3	1.14e-07,3.26e-07
PHYSODRAFT_516648	O42718|PHI762|Inf2a,O42719|PHI764|Inf2b,Q01905|PHI111PHI760|Inf1	64.35,60.87,51.7	2.64e-46,1.25e-45,5.07e-37
PHYSODRAFT_360375	PsXEG1	87.22	7.29e-110
PHYSODRAFT_511016	Avr1b-2	98.5	0
PHYSODRAFT_323973	crn1	27.78	8.19e-18
PHYSODRAFT_284361,PHYSODRAFT_289155	Avrblb2	63.16	5.75e-11
PHYSODRAFT_284720	Avr1a	33.33	9.29e-09
PHYSODRAFT_333483	L7NCR0|PHI8061|Pc129892	33.33	3.66e-11
PHYSODRAFT_341741	Q945T9|PHI653|Gip2,GIP1	58.16,56.06	4.43e-105,9.57e-105
PHYSODRAFT_316404	PsCRN108	30.13	1.89e-42
PHYSODRAFT_333274	PsAvh163,PsPSR2,HaRxL22,HaRxL24	42.69,23.65,26.41,28.24	3.26e-104,6.84e-32,2.76e-22,6.57e-13
PHYSODRAFT_532326	GIP1,Q945T9|PHI653|Gip2	71.26,61.02	2.88e-134,8.5e-108
PHYSODRAFT_443050	PsCRN108	49.15	6.51e-27
PHYSODRAFT_560086	SSPbP94	23.79	1.92e-13
PHYSODRAFT_530734	crn1,crn2,PsCRN108	52.63,47.27,40.98	1.69e-13,6.48e-10,2.91e-08
PHYSODRAFT_490000	L7NCR0|PHI8061|Pc129892,NEP1,Q0E7H7|PHI2342|Benep2,MoSPD9,FocSix8	51.68,39.37,39.58,32.65,33.6	1.86e-85,1.43e-46,4.42e-46,5.28e-42,1.53e-38
PHYSODRAFT_487620	Q0ZJ79|PHI2343|Pcipg2,Q9C4A0|PHI2817|Aapg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P78608|PHI437|Cppg2,P78607|PHI247|Cppg1	75.4,36.76,40.98,35.04,36.78	3.81e-129,3.1e-45,8.48e-44,1.99e-43,2.95e-43
PHYSODRAFT_354760	PsPSR2	39.68	4.55e-132
PHYSODRAFT_507025	Q0ZJ79|PHI2343|Pcipg2,P78607|PHI247|Cppg1,O94100|PHI103PHI1027|Bcpga1Bcpg1,P41749|PHI88|Peca,P78608|PHI437|Cppg2	69.84,36.98,41.72,35.19,35.98	1.58e-171,6.71e-66,2.94e-65,1.93e-62,2.58e-62
PHYSODRAFT_497655	BLR20,PsPSR2,BLN08_2	28.16,22.49,24.2	3.09e-16,7.21e-11,5.5e-10
PHYSODRAFT_341711	Q945T9|PHI653|Gip2,GIP1	43.19,39.91	1.36e-58,6.83e-50
PHYSODRAFT_555467	M2TW52|PHI4988|Ppt1	29.14	1.42e-33
PHYSODRAFT_301880	AVR1	33.74	4.96e-11
PHYSODRAFT_354447	PsPSR2,HaRxL24	28.57,29.37	2.43e-14,1.65e-08
PHYSODRAFT_526174	P43070|PHI61|Bgl2	26.19	3.06e-07
PHYSODRAFT_443342	Q6PQG3|PHI4252|Epi10,EPI1	52.17,44.44	2.23e-13,7.36e-09
PHYSODRAFT_336223	Q00298|PHI69|Cuta,Q99174|PHI2849|Cuta	33.7,29.77	4.24e-16,5.65e-14
PHYSODRAFT_249751	L7NCR0|PHI8061|Pc129892,Q0E7H7|PHI2342|Benep2,NEP1,MoSPD9,FocSix8	57.45,42.79,37.33,38.14,40	1.02e-97,4.25e-52,3.01e-47,5.02e-47,1.1e-45
PHYSODRAFT_286169	Avh5,Avr1b-1	100,27.05	3.82e-101,3.75e-07
PHYSODRAFT_286355	AVR1	26.99	2.97e-14
PHYSODRAFT_526071	L7NCR0|PHI8061|Pc129892,NEP1,FocSix8,Q0E7H7|PHI2342|Benep2,MoSPD9	44.94,30.8,29.76,31.17,36.84	3.4e-58,1.09e-36,2.63e-32,6.64e-26,1.54e-25
