GeneID	IsEffector	Motifs	Hit	PercID	Evalue	Length	C_count	CysPercent	Cys_rich	Domains	EffectorCategory
PITG_08690	no	NA	NA	NA	NA	410	7	1.71	no	NA	Unknown
PITG_08690 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08695	no	NA	NA	NA	NA	309	4	1.29	no	NA	Unknown
PITG_08695 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08696	no	NA	NA	NA	NA	217	2	0.92	no	NA	Unknown
PITG_08696 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08699	no	NA	NA	NA	NA	155	6	3.87	yes	NA	Unknown
PITG_08699 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08701	no	NA	NA	NA	NA	444	9	2.03	no	NA	Unknown
PITG_08701 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08704	no	NA	NA	NA	NA	398	9	2.26	no	NA	Unknown
PITG_08704 	yes	LysM,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08705	no	NA	NA	NA	NA	270	5	1.85	no	NA	Unknown
PITG_08705 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08708	no	NA	NA	NA	NA	1005	1	0.1	no	NA	Unknown
PITG_08708 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08714	no	NA	NA	NA	NA	651	7	1.08	no	NA	Unknown
PITG_08714 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08716	no	NA	NA	NA	NA	137	3	2.19	no	NA	Unknown
PITG_08716 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08720	no	NA	NA	NA	NA	213	1	0.47	no	NA	Unknown
PITG_08720 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08723	no	NA	NA	NA	NA	226	1	0.44	no	NA	Unknown
PITG_08723 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08724	no	NA	NA	NA	NA	263	4	1.52	no	NA	Unknown
PITG_08724 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08735	no	NA	NA	NA	NA	502	0	0	no	NA	Unknown
PITG_08735 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08736	no	NA	NA	NA	NA	712	7	0.98	no	NA	Unknown
PITG_08736 	yes	YxSL[RK]	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08742	no	NA	NA	NA	NA	190	7	3.68	yes	NA	Unknown
PITG_08742 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08746	no	NA	NA	NA	NA	1005	6	0.6	no	NA	Unknown
PITG_08746 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08750	no	NA	NA	NA	NA	176	2	1.14	no	NA	Unknown
PITG_08750 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08751	no	NA	NA	NA	NA	298	4	1.34	no	NA	Unknown
PITG_08751 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08753	no	NA	NA	NA	NA	366	6	1.64	no	NA	Unknown
PITG_08753 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08757	no	NA	NA	NA	NA	344	6	1.74	no	NA	Unknown
PITG_08757 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08758	no	NA	NA	NA	NA	674	20	2.97	no	NA	Unknown
PITG_08758 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08762	no	NA	NA	NA	NA	124	1	0.81	no	NA	Unknown
PITG_08762 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08763	no	NA	NA	NA	NA	592	12	2.03	no	NA	Unknown
PITG_08763 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08765	no	NA	NA	NA	NA	166	0	0	no	NA	Unknown
PITG_08765 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08766	no	NA	NA	NA	NA	344	8	2.33	no	NA	Unknown
PITG_08766 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08772	no	NA	NA	NA	NA	666	20	3	no	NA	Unknown
PITG_08772 	yes	LysM,G[IFY][ALST]R	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08776	no	NA	NA	NA	NA	603	8	1.33	no	NA	Unknown
PITG_08776 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08777	no	NA	NA	NA	NA	833	19	2.28	no	NA	Unknown
PITG_08777 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08784	no	NA	NA	NA	NA	356	12	3.37	yes	NA	Unknown
PITG_08784 	yes	RXLR,EAR_1,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08805	no	NA	NA	NA	NA	224	4	1.79	no	NA	Unknown
PITG_08805 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08809	no	NA	NA	NA	NA	165	2	1.21	no	NA	Unknown
PITG_08809 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08812	no	NA	NA	NA	NA	297	6	2.02	no	NA	Unknown
PITG_08812 	yes	RXLR,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08817	no	NA	NA	NA	NA	472	8	1.69	no	NA	Unknown
PITG_08817 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08823	no	NA	NA	NA	NA	416	11	2.64	no	NA	Unknown
PITG_08823 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08832	no	NA	NA	NA	NA	176	0	0	no	NA	Unknown
PITG_08832 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08837	no	NA	NA	NA	NA	679	8	1.18	no	NA	Unknown
PITG_08837 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08838	no	NA	NA	NA	NA	99	2	2.02	no	NA	Unknown
PITG_08838 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08840	no	NA	NA	NA	NA	140	2	1.43	no	NA	Unknown
PITG_08840 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08860	no	NA	NA	NA	NA	238	3	1.26	no	NA	Unknown
PITG_08860 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08873	no	NA	NA	NA	NA	444	9	2.03	no	NA	Unknown
PITG_08873 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08876	no	NA	NA	NA	NA	170	0	0	no	NA	Unknown
PITG_08876 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08879	no	NA	NA	NA	NA	151	8	5.3	yes	NA	Unknown
PITG_08879 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08880	no	NA	NA	NA	NA	183	1	0.55	no	NA	Unknown
PITG_08880 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08883	no	NA	NA	NA	NA	153	5	3.27	yes	NA	Unknown
PITG_08883 	yes	YFWxC,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08885	no	NA	NA	NA	NA	230	0	0	no	NA	Unknown
PITG_08885 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08889	no	NA	NA	NA	NA	73	0	0	no	NA	Unknown
PITG_08889 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08891	no	NA	NA	NA	NA	81	5	6.17	yes	NA	Unknown
PITG_08891 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08898	no	NA	NA	NA	NA	678	15	2.21	no	NA	Unknown
PITG_08898 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08900	no	NA	NA	NA	NA	402	5	1.24	no	NA	Unknown
PITG_08900 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08901	no	NA	NA	NA	NA	523	5	0.96	no	NA	Unknown
PITG_08901 	yes	YFWxC,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08902	no	NA	NA	NA	NA	901	20	2.22	no	NA	Unknown
PITG_08902 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08911	no	NA	NA	NA	NA	193	3	1.55	no	NA	Unknown
PITG_08911 	yes	YFWxC,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08914	no	NA	NA	NA	NA	269	4	1.49	no	NA	Unknown
PITG_08914 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08916	no	NA	NA	NA	NA	734	8	1.09	no	NA	Unknown
PITG_08916 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08918	no	NA	NA	NA	NA	459	11	2.4	no	NA	Unknown
PITG_08918 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08919	no	NA	NA	NA	NA	438	5	1.14	no	NA	Unknown
PITG_08919 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08920	no	NA	NA	NA	NA	439	6	1.37	no	NA	Unknown
PITG_08920 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08922	no	NA	NA	NA	NA	297	4	1.35	no	NA	Unknown
PITG_08922 	yes	RXLR,ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08923	no	NA	NA	NA	NA	494	12	2.43	no	NA	Unknown
PITG_08923 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08929	no	NA	NA	NA	NA	338	5	1.48	no	NA	Unknown
PITG_08929 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08931	no	NA	NA	NA	NA	462	13	2.81	no	NA	Unknown
PITG_08931 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08933	no	NA	NA	NA	NA	819	11	1.34	no	NA	Unknown
PITG_08933 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08934	no	NA	NA	NA	NA	185	3	1.62	no	NA	Unknown
PITG_08934 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08935	no	NA	NA	NA	NA	679	9	1.33	no	NA	Unknown
PITG_08935 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08936	no	NA	NA	NA	NA	139	1	0.72	no	NA	Unknown
PITG_08936 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08943	no	NA	AVR2_1	100	3.46e-84	NA	NA	NA	NA	NA	PHI-only
PITG_08944	no	NA	PsXEG1	50.45	1.37e-74	240	2	0.83	no	NA	PHI-only
PITG_08944 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08947	no	NA	NA	NA	NA	175	8	4.57	yes	NA	Unknown
PITG_08947 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08949	no	NA	AVR2_1	69.62	1.33e-35	NA	NA	NA	NA	NA	PHI-only
PITG_08952	no	NA	NA	NA	NA	110	10	9.09	yes	NA	Unknown
PITG_08952 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08955	no	NA	NA	NA	NA	246	3	1.22	no	NA	Unknown
PITG_08955 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08960	no	NA	NA	NA	NA	354	6	1.69	no	NA	Unknown
PITG_08960 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08963	no	NA	NA	NA	NA	190	5	2.63	no	NA	Unknown
PITG_08963 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08964	no	NA	SSPbP94	20.3	3.67e-07	294	3	1.02	no	NA	PHI-only
PITG_08964 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08970	no	NA	NA	NA	NA	802	14	1.75	no	NA	Unknown
PITG_08970 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08971	no	NA	NA	NA	NA	239	5	2.09	no	NA	Unknown
PITG_08971 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08972	no	NA	NA	NA	NA	104	3	2.88	no	NA	Unknown
PITG_08972 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08973	no	NA	NA	NA	NA	1026	17	1.66	no	NA	Unknown
PITG_08973 	yes	RXLR,YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08977	no	NA	NA	NA	NA	68	0	0	no	NA	Unknown
PITG_08977 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08979	no	NA	NA	NA	NA	1330	20	1.5	no	NA	Unknown
PITG_08979 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_08991	no	NA	NA	NA	NA	1008	11	1.09	no	NA	Unknown
PITG_08991 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09002	no	NA	NA	NA	NA	119	5	4.2	yes	NA	Unknown
PITG_09002 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09007	no	NA	NA	NA	NA	105	0	0	no	NA	Unknown
PITG_09007 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09009	no	NA	NA	NA	NA	385	8	2.08	no	NA	Unknown
PITG_09009 	yes	YFWxC,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09010	no	NA	NA	NA	NA	782	10	1.28	no	NA	Unknown
PITG_09010 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09019	no	NA	NA	NA	NA	62	1	1.61	no	NA	Unknown
PITG_09019 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09025	no	NA	NA	NA	NA	345	3	0.87	no	NA	Unknown
PITG_09025 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09036	no	NA	NA	NA	NA	262	3	1.15	no	NA	Unknown
PITG_09036 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09039	no	NA	NA	NA	NA	626	11	1.76	no	NA	Unknown
PITG_09039 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09040	no	NA	NA	NA	NA	67	0	0	no	NA	Unknown
PITG_09040 	yes	RXLR,PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09042	no	NA	NA	NA	NA	1049	14	1.33	no	NA	Unknown
PITG_09042 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09043	no	NA	NA	NA	NA	416	6	1.44	no	NA	Unknown
PITG_09043 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09047	no	NA	NA	NA	NA	416	7	1.68	no	NA	Unknown
PITG_09047 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09048	no	NA	NA	NA	NA	266	3	1.13	no	NA	Unknown
PITG_09048 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09051	no	NA	NA	NA	NA	416	5	1.2	no	NA	Unknown
PITG_09051 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09052	no	NA	NA	NA	NA	386	5	1.3	no	NA	Unknown
PITG_09052 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09053	no	NA	NA	NA	NA	408	5	1.23	no	NA	Unknown
PITG_09053 	yes	Crinkler,EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09056	no	NA	NA	NA	NA	100	0	0	no	NA	Unknown
PITG_09056 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09063	no	NA	NA	NA	NA	353	6	1.7	no	NA	Unknown
PITG_09063 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09070	no	NA	NA	NA	NA	205	2	0.98	no	NA	Unknown
PITG_09070 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09072	no	NA	NA	NA	NA	261	3	1.15	no	NA	Unknown
PITG_09072 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09075	no	NA	NA	NA	NA	486	2	0.41	no	NA	Unknown
PITG_09075 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09078	no	NA	NA	NA	NA	130	2	1.54	no	NA	Unknown
PITG_09078 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09085	no	NA	NA	NA	NA	78	3	3.85	yes	NA	Unknown
PITG_09085 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09086	no	NA	NA	NA	NA	357	6	1.68	no	NA	Unknown
PITG_09086 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09088	no	NA	NA	NA	NA	483	8	1.66	no	NA	Unknown
PITG_09088 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09089	no	NA	NA	NA	NA	1117	20	1.79	no	NA	Unknown
PITG_09089 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09092	no	NA	NA	NA	NA	2396	56	2.34	no	NA	Unknown
PITG_09092 	yes	Crinkler	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09096	no	NA	NA	NA	NA	400	6	1.5	no	NA	Unknown
PITG_09096 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09098	no	NA	NA	NA	NA	442	7	1.58	no	NA	Unknown
PITG_09098 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09100	no	NA	NA	NA	NA	124	5	4.03	yes	NA	Unknown
PITG_09100 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09101	no	NA	NA	NA	NA	440	3	0.68	no	NA	Unknown
PITG_09101 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09102	no	NA	NA	NA	NA	308	9	2.92	no	NA	Unknown
PITG_09102 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09109	no	NA	PsPSR2,HaRxL24,HaRxL96	33.78,34.75,28.78	7.33e-25,2.24e-15,1.8e-07	234	0	0	no	NA	PHI-only
PITG_09109 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09110	no	NA	NA	NA	NA	88	2	2.27	no	NA	Unknown
PITG_09110 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09111	no	NA	NA	NA	NA	117	0	0	no	NA	Unknown
PITG_09111 	yes	RXLR,LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09124	no	NA	NA	NA	NA	338	7	2.07	no	NA	Unknown
PITG_09124 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09127	no	NA	NA	NA	NA	110	4	3.64	yes	NA	Unknown
PITG_09127 	yes	[LI]xAR,[LI]xAR[SE][DSE]	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09128	no	NA	NA	NA	NA	117	1	0.85	no	NA	Unknown
PITG_09128 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09133	no	NA	NA	NA	NA	94	0	0	no	NA	Unknown
PITG_09133 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09137	no	NA	NA	NA	NA	112	1	0.89	no	NA	Unknown
PITG_09137 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09138	no	NA	NA	NA	NA	805	18	2.24	no	NA	Unknown
PITG_09138 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09140	no	NA	NA	NA	NA	100	0	0	no	NA	Unknown
PITG_09140 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09169	no	NA	EPIC1	100	1.53e-93	NA	NA	NA	NA	NA	PHI-only
PITG_09173	no	NA	EPIC1	92.74	3.14e-74	NA	NA	NA	NA	NA	PHI-only
PITG_09175	no	NA	EPIC1	91.13	2.24e-73	NA	NA	NA	NA	NA	PHI-only
PITG_09185	no	NA	NA	NA	NA	483	6	1.24	no	NA	Unknown
PITG_09185 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09203	no	NA	NA	NA	NA	295	4	1.36	no	NA	Unknown
PITG_09203 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09204	no	NA	NA	NA	NA	270	1	0.37	no	NA	Unknown
PITG_09204 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09212	no	NA	PsPSR2,HaRxL24,PsAvh163	27.31,29.23,22.97	6.2e-24,9.63e-15,2.83e-09	NA	NA	NA	NA	NA	PHI-only
PITG_09218	no	NA	NA	NA	NA	165	1	0.61	no	NA	Unknown
PITG_09218 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09220	no	NA	NA	NA	NA	997	17	1.71	no	NA	Unknown
PITG_09220 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09221	no	NA	NA	NA	NA	227	3	1.32	no	NA	Unknown
PITG_09221 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09223	no	NA	NA	NA	NA	144	0	0	no	NA	Unknown
PITG_09223 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09228	no	NA	NA	NA	NA	107	2	1.87	no	NA	Unknown
PITG_09228 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09229	no	NA	NA	NA	NA	994	12	1.21	no	NA	Unknown
PITG_09229 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09230	no	NA	NA	NA	NA	140	7	5	yes	NA	Unknown
PITG_09230 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09234	no	NA	NA	NA	NA	678	10	1.47	no	NA	Unknown
PITG_09234 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09235	no	NA	NA	NA	NA	74	3	4.05	yes	NA	Unknown
PITG_09235 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09241	no	NA	NA	NA	NA	239	0	0	no	NA	Unknown
PITG_09241 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09244	no	NA	NA	NA	NA	949	15	1.58	no	NA	Unknown
PITG_09244 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09248	no	NA	NA	NA	NA	609	7	1.15	no	NA	Unknown
PITG_09248 	yes	RXLR,[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09253	no	NA	NA	NA	NA	144	2	1.39	no	NA	Unknown
PITG_09253 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09254	no	NA	NA	NA	NA	261	8	3.07	yes	NA	Unknown
PITG_09254 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09256	no	NA	NA	NA	NA	231	9	3.9	yes	NA	Unknown
PITG_09256 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09257	no	NA	NA	NA	NA	246	8	3.25	yes	NA	Unknown
PITG_09257 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09258	no	NA	NA	NA	NA	132	6	4.55	yes	NA	Unknown
PITG_09258 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09259	no	NA	NA	NA	NA	217	7	3.23	yes	NA	Unknown
PITG_09259 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09260	no	NA	NA	NA	NA	1645	39	2.37	no	NA	Unknown
PITG_09260 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09261	no	NA	NA	NA	NA	451	8	1.77	no	NA	Unknown
PITG_09261 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09262	no	NA	NA	NA	NA	451	10	2.22	no	NA	Unknown
PITG_09262 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09264	no	NA	NA	NA	NA	93	4	4.3	yes	NA	Unknown
PITG_09264 	yes	PDI	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09268	no	NA	NA	NA	NA	155	3	1.94	no	NA	Unknown
PITG_09268 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09271	no	NA	NA	NA	NA	432	7	1.62	no	NA	Unknown
PITG_09271 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09277	no	NA	NA	NA	NA	240	6	2.5	no	NA	Unknown
PITG_09277 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09280	no	NA	NA	NA	NA	472	6	1.27	no	NA	Unknown
PITG_09280 	yes	RXLR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09283	no	NA	NA	NA	NA	175	7	4	yes	NA	Unknown
PITG_09283 	yes	ToxA	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09285	no	NA	NA	NA	NA	763	4	0.52	no	NA	Unknown
PITG_09285 	yes	EAR_1	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09298	no	NA	NA	NA	NA	263	4	1.52	no	NA	Unknown
PITG_09298 	yes	LysM	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09300	no	NA	NA	NA	NA	174	3	1.72	no	NA	Unknown
PITG_09300 	yes	YFWxC	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09303	no	NA	NA	NA	NA	131	1	0.76	no	NA	Unknown
PITG_09303 	yes	[LI]xAR	NA	NA	NA	NA	NA	NA	NA	NA	Motif-only
PITG_09305	no	NA	NA	NA	NA	284	3	1.06	no	NA	Unknown
